,Average_Temperature_C,Rainfall_mm,Sunlight_Exposure_hours_per_day,Pest_Infestation_Severity
0,29.4901424590337,254.6850573710127,8.27491176659264,10
1,27.58520709648645,295.8918016284157,7.806546738732894,8
2,29.94306561430208,114.9177097376035,7.739836425404867,7
3,32.56908956922408,292.4309081994943,6.447891881947973,10
4,27.29758912915246,136.87969882843868,9.2843143097874,7
5,32.737638446522176,62.58738174233831,9.54353095028698,8
6,30.302304187458727,63.19131446490066,6.9387341315410005,6
7,26.591576842195146,223.00281398666368,6.453842006099077,6
8,29.62768013075789,164.48224860850698,6.213666687738042,3
9,26.60974692156261,106.63040650902644,8.433190454967587,5
10,26.60281073928923,203.49257658130816,8.861412850000821,10
11,28.725886814698104,113.2145295625278,7.491239956812822,2
12,22.260159266026605,194.40793858610564,8.71870346996256,5
13,22.8252465024609,1070.8021867456723,8.851835262238104,5
14,26.313137412277083,255.8880566529548,9.74136912558762,7
15,24.961506638996728,255.1740401916948,6.259494551340429,4
16,28.94274199778582,169.33759953060033,6.76916689292432,6
17,25.27592777343637,137.7047773337539,6.2741039503879525,9
18,23.763088895994127,140.63994913977365,9.471975733344442,4
19,32.39694630676466,251.42863141705448,9.170348640134277,6
20,27.322671098540397,132.04487069940302,8.298568282487356,9
21,28.20258461406377,102.26484342671152,6.334653640204733,10
22,23.72575544135963,71.17208546882671,7.0932494346148784,1
23,26.36685182642445,166.67328022110212,7.190879392234068,8
24,28.3327677691296,170.53302472996046,8.242972784061669,1
25,24.54701926773309,260.2271776007268,7.032175576146862,4
26,29.127094055037016,105.309674111516,6.29183945565182,3
27,26.198083930243584,145.24781841709998,8.923049207413197,4
28,27.124918750620168,252.10143472342276,7.196320846621646,7
29,26.194880163311808,594.9059026872434,7.809496708093203,9
30,24.8268672131323,125.82147271232073,8.262127507696231,1
31,30.467634736309567,1237.138719604828,9.606342504839452,10
32,24.33746905008693,617.6609414353951,7.981886252261333,1
33,28.626590785014265,283.4373557503675,9.76570268727152,9
34,22.120989628360675,220.9666129588358,9.567472817525305,4
35,24.015441853304708,182.8930381716828,8.305839425836936,3
36,28.59058370760737,58.164765196123966,9.735573752599452,9
37,30.215399739986232,168.89904795550206,7.292354989178209,5
38,28.51410484356991,151.93702625068306,7.462568650816845,6
39,27.65305515283528,90.30470299378064,6.181911805224148,1
40,27.09668891323213,214.10240087516425,8.356803627055413,1
41,23.56443402889772,998.7877268420714,8.887695879715734,7
42,25.840467374815876,190.54720276613128,9.094076760968411,10
43,26.61808368712064,228.68831911098644,6.599265144184413,8
44,29.030854868705383,154.4167489542487,6.707452848375663,7
45,22.7108795339118,79.08962129112396,8.648509395416996,9
46,28.972251908184383,203.1989588841276,6.631785489687072,1
47,26.84475315875105,284.6205395535386,9.6166547358243,2
48,25.969233999082125,215.44443311790965,6.922538582645654,3
49,29.8350288665226,69.20076207860538,7.16560906515298,5
50,31.092998567487854,138.66655124627073,9.403625288604,4
51,30.7938403573486,187.66584486021287,7.833870440582896,4
52,27.072362872446355,258.4110026187931,7.978345004810583,8
53,28.99379029421069,253.6677511774973,6.338173341520492,7
54,30.92663538136708,202.95775502580537,9.941378874749242,1
55,26.56247728646413,143.36448628317632,8.35244628182241,10
56,27.44302307000855,113.83409344081105,7.026130470443913,4
57,24.680995077981915,76.46857955328232,8.254870718190471,1
58,24.411380127757987,138.72442087163853,6.307468413527019,5
59,30.437577467182592,153.29312930192987,9.199565217075268,3
60,32.06872008571247,218.9557312760184,9.701312215456657,3
61,27.783969635259,214.53995607439336,9.49777755282464,4
62,31.010598693676076,67.52703491031424,7.367030409194252,2
63,29.084908075142906,148.81482885778945,7.303072478573474,7
64,26.06464073618463,95.44471680434047,6.1403504448652,4
65,29.084186816525243,89.20317632920143,8.605601434803667,5
66,32.61410969939791,256.8255374343115,8.13961913675918,2
67,27.892521882670145,60.47880417906438,7.837385485309365,6
68,32.69393096744202,154.79571897553035,9.630523813338828,9
69,20.14076468773077,92.05091394162956,6.671515604331385,8
70,30.465707513125672,269.8325539196185,6.038665066760729,8
71,28.261141204714512,189.2601283187588,6.293265808483062,2
72,27.1029779486024,107.845159094212,6.893485751309475,4
73,28.275282329606508,175.6068217915941,6.133142197053828,8
74,27.340984336487463,289.52950222985845,7.256361820934313,8
75,29.07133771453524,105.11150106135474,6.72193203227253,3
76,32.43368213422455,271.54544303233627,9.000336299794649,8
77,26.44518934517906,283.5760285418726,6.81780530493012,6
78,25.57451919132044,279.1051361330166,8.750420403975173,7
79,26.49472886924639,208.85358921547743,7.397059623390556,2
80,30.746206353106224,207.4551636086769,8.047311042650218,1
81,28.986253328979053,150.8026582959557,9.73546815940528,6
82,26.410719388698883,238.09947057594695,6.149406539263252,3
83,29.539802299340067,182.82350458773297,8.001058029909847,4
84,28.29123264804412,219.3595178070736,9.417691841310472,9
85,30.90593497159867,157.11447596219887,8.351896993481393,3
86,25.893840718367944,232.8741160107848,7.1074820678606265,2
87,27.017013560206696,256.11787940113726,7.590724540580137,2
88,26.823675540603528,820.6090641507041,8.721062514914298,2
89,23.609455155603644,258.23242889355697,9.563247577255211,6
90,28.88836083119373,185.0741329475768,6.164265494986447,2
91,28.783165816539668,261.1664772725561,6.286155287561506,7
92,28.015340369927383,157.82542658525364,7.30020609443835,7
93,27.29623859987456,144.76012134575876,6.931118737749916,7
94,26.738064031703924,815.7923168871004,6.885079994503524,7
95,26.971856450419693,261.0530813215358,6.783300195420631,10
96,25.593168192335146,171.00514312735103,6.522495867477167,8
97,27.51614286500197,178.52386063781492,9.735816527180951,8
98,29.21215257044361,127.117070372371,6.576757855624612,2
99,33.65855770363159,193.26055015475396,6.817615099062145,5
100,28.523733438495515,131.3027990690528,6.985062895923143,6
101,28.77265117216829,59.81735356041308,9.732059492521682,9
102,27.7766622527015,117.99965133608902,9.02285653440434,6
103,22.24368635410288,51.59476085164767,9.158797721262058,10
104,27.920458373652348,781.5886967642141,6.419033038153993,6
105,28.18069062982308,291.43680245493687,9.345239500062686,10
106,27.422917105656637,232.0927135849115,7.051292104849555,6
107,27.89586469088427,217.773289271494,9.288731623266935,10
108,24.493965887141403,251.3575107614948,9.114608604299637,7
109,31.42846844354506,286.68906117306017,9.559989930324528,1
110,30.373095841129143,245.82449573901192,6.952488285710999,4
111,25.271837635615785,116.48211265802968,7.695431576677087,2
112,23.79444681162316,56.442399691087786,9.51728663706024,7
113,29.76057128140081,200.88220162528023,6.61828860589907,7
114,34.57136687742994,214.8764954128318,9.445899249370775,3
115,25.02839102460793,222.0113892685322,7.3175492879463855,2
116,28.298954095262925,284.6324458682826,6.156529017935437,9
117,26.489573037651404,95.2958197625207,7.307515159061278,10
118,23.3480097068016,205.68835080996027,9.553454731205056,3
119,28.205688924418084,105.66901978077124,6.102189604486417,9
120,24.813088858821686,126.80410425531772,7.625309892186902,4
121,29.420777291905544,186.6146354320311,6.125598519250964,10
122,25.241727297298592,154.2983546411441,7.48369370043626,6
123,32.649803215052614,90.05640024412656,6.690562563121165,7
124,25.65024012299129,92.73410060521206,7.008873573073489,10
125,30.440551652109008,239.3207445688752,7.744196882487564,1
126,24.30740705069813,274.49116171194714,7.095191965607649,6
127,28.68237980381239,71.03191556484572,8.357353511802192,6
128,31.92142826284729,148.27597688985026,6.5684278393303295,5
129,23.17755029631632,75.06139093071916,7.037566429683423,3
130,28.553901575596917,54.14812015814947,8.184991870411555,10
131,28.779648382745272,215.4296706609892,6.950092167392276,3
132,30.34546861533193,200.6123604916469,8.716510949603492,10
133,24.28914786736576,90.75477845372154,7.965965209038091,7
134,24.03863016074717,108.45320827326604,9.087956281018764,8
135,29.565824696850694,55.9269384111296,9.792978142889874,3
