Average_Temperature_C,Rainfall_mm,Soil_pH,Nitrogen_Content_kg_ha,Irrigation_Frequency_per_week,Sunlight_Exposure_hours_per_day,Pest_Infestation_Severity
0.5215178041489907,0.17241346640050131,0.49461273251831006,0.13079220928645252,0.5102186167135849,0.5691031440219447,1.0
0.4329265230738546,0.20712466750017125,0.4885029446949414,0.6762101563447878,0.05254142432985465,0.45188260596600394,0.7777777777777777
0.5425815333141439,0.054678066569704115,0.433696043587557,0.5601862423842496,0.8171875578612926,0.4351866138294316,0.6666666666666665
0.6647078956435459,0.20420932512210327,0.8005581776648123,0.7901658768486857,0.8250535094652673,0.11184386722324313,1.0
0.4195482173831031,0.12851224695809277,0.7402717530641154,0.7392554330964392,0.4944336505273052,0.1409526907498655,0.3333333333333333
0.41955050796735094,0.07317812119956685,0.42675543656974213,0.6255683954457512,0.3235162914885,0.8217324015244012,0.6666666666666665
0.6725464613278151,0.010596725726354055,0.3340348951819587,0.9870363846458674,0.48124347622117286,0.8866081122734828,0.7777777777777777
0.5592883497412353,0.011105458715609008,0.3167796604640367,0.5338711595582692,0.596654239456309,0.2346899150180688,0.5555555555555556
0.3867165681990752,0.1457253904260143,0.4831819225690257,0.11304100191013033,0.2871888418074651,0.11333304065209471,0.5555555555555556
0.5279141568933927,0.0964295979552795,0.05207937303210697,0.8287976071734053,0.5924756286798123,0.05322291634437626,0.2222222222222222
0.38756158931635243,0.047697115899489426,0.012783499661587872,0.2519028385207356,0.29762752052449987,0.6087165052049577,0.4444444444444445
0.3872390139232704,0.1292906104820023,0.7964059402921286,0.7777842257844199,0.5093216844278934,0.7158903046296894,1.0
0.4859751878840177,0.05324336381336095,0.4823828283535332,0.5271395289904048,0.002218937565685919,0.3729688775045652,0.1111111111111111
0.18527885042212122,0.12163801132494745,0.13097869181594168,0.6972113105725748,0.10089223499241828,0.6801735680702632,0.4444444444444445
0.21155890337256933,0.8598835956019812,0.2357838174691027,0.5963629975425941,0.7923407737219823,0.7134932640223797,0.4444444444444445
0.3737674118742711,0.17342683328378153,0.9335229292031935,0.46060733670896137,0.5050520763665434,0.9361222646488625,0.6666666666666665
0.3109082177516076,0.17282536938698706,0.4779181613774317,0.36455200982852254,0.4268718616917629,0.06469253194307689,0.3333333333333333
0.49606029568097454,0.10051958529360147,0.710548022781667,0.3531375049850408,0.5126328898273871,0.19225130033725701,0.5555555555555556
0.3255307459721233,0.07387314009603951,0.4827266349699446,0.6367387562795697,0.5013068607291276,0.06834891428411183,0.8888888888888888
0.25517437753678496,0.07634563193340492,0.5208688229062668,0.7517337649026081,0.5509996484552093,0.868699556912202,0.3333333333333333
0.6567021688091503,0.1696703606737313,0.976312639418631,0.6789178174673922,0.14441804167118372,0.7932095265828396,0.5555555555555556
0.42071697473764247,0.06910542158464525,0.9668276580541555,0.19841557758455886,0.611213009900333,0.5750238028174559,0.8888888888888888
0.4616383976416225,0.044019709669165755,0.21546359846491292,0.49423600485114627,0.933419927956227,0.08350305004842573,1.0
0.2534381408969193,0.01782819675861573,0.811984000264697,0.7921339542222401,0.19548744796565604,0.27336139108229074,0.0
0.376265464488063,0.09827525065827994,0.1974164984802771,0.47593785043696135,0.7646398140492876,0.2977958289283358,0.7777777777777777
0.46769271985561245,0.1015265720197403,0.21373004021770692,0.5269099132045527,0.023204399559806133,0.5611095823883021,0.0
0.2916319903626585,0.1770819655328392,0.6768172795395166,0.7716130492673163,0.37537692001380013,0.2580760684708059,0.3333333333333333
0.5046338070146512,0.046584574526104955,0.40541373818283377,0.6616518508884797,0.1104945301052842,0.07278768606693364,0.2222222222222222
0.36841671307057333,0.08022714890371326,0.9325622802651856,0.4095240597017423,0.35234349790452285,0.7313164072417968,0.3333333333333333
0.41152026697405586,0.17023710796931937,0.08905915920406171,0.8959920291444223,0.17331464017361303,0.2991576945100456,0.6666666666666665
0.3682677180850571,0.45900427557246737,0.5120607247075233,0.16254303552125537,0.3731835620734501,0.4526209125753682,0.8888888888888888
0.7106441490489674,0.1300218036581635,0.9195244344968314,0.996178181848485,0.4174237010916803,0.12755485917852472,0.8888888888888888
0.4503338462112245,0.1378678777881085,0.9051000034520325,0.11879255523749344,0.5113651748000683,0.8031816680961863,1.0
0.30464665137247304,0.06386303655894437,0.4784283869430568,0.014804404951645811,0.6566435518710041,0.5659035505054701,0.0
0.5669772432394198,1.0000000000000002,0.3670062430030243,0.8905937783804942,0.9190060385618151,0.9023283385559959,1.0
0.2818866086579359,0.47817236905454286,0.6197801595545269,0.5044594174909549,0.4004877234020175,0.49576588267475374,0.0
0.48135730811322963,0.1966334534222665,0.15952521307040657,0.7301425139790294,0.19213037119772008,0.9422123717741506,0.8888888888888888
0.17880660116369995,0.14401016189655846,0.9690819744575179,0.4910640140849519,0.49564156277203003,0.8926001876693865,0.3333333333333333
0.2669103514762625,0.11193823933056338,0.9157478968358763,0.8595357192289705,0.8541220711421182,0.5768435956820395,0.2222222222222222
0.4796827562213568,0.006871259541415306,0.16708919174289472,0.9922527397683054,0.513760234708414,0.9346718217261443,0.8888888888888888
0.5552467552157285,0.10015016392362566,0.4872018301664305,0.2941239181933437,0.45493085294163865,0.32319273810342053,0.4444444444444445
0.476126015833489,0.08586191676740529,0.08545376766834067,0.7106702101189495,0.1494023762074379,0.3657931369695111,0.5555555555555556
0.4360818775013997,0.03394488218086755,0.9104361335651197,0.11533699242096362,0.44964446150994014,0.045275430531459104,0.0
0.4102074048644433,0.1382279762296017,0.19379348242555405,0.4069863425949195,0.2783227096809175,0.5895987134493081,0.0
0.2459356970472022,0.799220991825685,0.4167105383027834,0.45805525818891357,0.9433293884213918,0.7224683168672832,0.6666666666666665
0.35178533050405214,0.11838585491572678,0.44931440879997186,0.47267910851852524,0.8842065373155159,0.7741205037426506,1.0
0.3879493004982275,0.15051467226033724,0.5996466879356221,0.5914241543285743,0.08363501111788307,0.14972896579202888,0.7777777777777777
0.5997051328737768,0.13239080655857352,0.07176491206046132,0.5040303254534131,0.5166044296291439,0.44439673752296205,0.7777777777777777
0.5001580893738451,0.08795075331554922,0.22696637673184394,0.646325467919501,0.22486207625580096,0.17680575449738245,0.6666666666666665
