Average_Temperature_C,Rainfall_mm,Soil_pH,Nitrogen_Content_kg_ha,Irrigation_Frequency_per_week,Sunlight_Exposure_hours_per_day,Pest_Infestation_Severity
0.5215178041489905,0.1724134664005013,0.49461273251831017,0.13079220928645247,0.510218616713585,0.5691031440219448,1.0
0.43292652307385443,0.20712466750017125,0.48850294469494143,0.6762101563447878,0.0525414243298547,0.45188260596600405,0.7777777777777778
0.5425815333141439,0.0546780665697041,0.4336960435875571,0.5601862423842496,0.8171875578612926,0.4351866138294318,0.6666666666666667
0.6647078956435458,0.20420932512210327,0.8005581776648125,0.7901658768486857,0.8250535094652676,0.11184386722324319,1.0
0.419548217383103,0.12851224695809277,0.7402717530641156,0.7392554330964392,0.4944336505273053,0.14095269074986572,0.33333333333333337
0.41955050796735094,0.07317812119956682,0.42675543656974246,0.625568395445751,0.32351629148850014,0.8217324015244015,0.6666666666666667
0.6725464613278151,0.010596725726354075,0.33403489518195906,0.9870363846458673,0.48124347622117297,0.8866081122734828,0.7777777777777778
0.5592883497412353,0.011105458715608987,0.31677966046403694,0.5338711595582691,0.5966542394563091,0.2346899150180689,0.5555555555555556
0.3867165681990751,0.1457253904260143,0.4831819225690257,0.11304100191013028,0.28718884180746523,0.11333304065209482,0.5555555555555556
0.5279141568933927,0.09642959795527949,0.05207937303210691,0.8287976071734051,0.5924756286798124,0.053222916344376314,0.22222222222222227
0.3875615893163523,0.047697115899489426,0.012783499661588094,0.25190283852073553,0.2976275205244999,0.6087165052049577,0.4444444444444445
0.3872390139232703,0.12929061048200227,0.7964059402921289,0.7777842257844196,0.5093216844278935,0.7158903046296897,1.0
0.4859751878840176,0.05324336381336095,0.48238282835353347,0.5271395289904048,0.0022189375656859744,0.37296887750456537,0.11111111111111116
0.18527885042212128,0.12163801132494742,0.13097869181594196,0.6972113105725748,0.10089223499241834,0.6801735680702635,0.4444444444444445
0.21155890337256925,0.8598835956019812,0.23578381746910287,0.5963629975425939,0.7923407737219824,0.7134932640223798,0.4444444444444445
0.373767411874271,0.1734268332837815,0.9335229292031937,0.46060733670896126,0.5050520763665435,0.9361222646488627,0.6666666666666667
0.31090821775160765,0.17282536938698706,0.47791816137743176,0.3645520098285224,0.42687186169176305,0.06469253194307711,0.33333333333333337
0.49606029568097443,0.10051958529360147,0.710548022781667,0.3531375049850408,0.5126328898273872,0.19225130033725707,0.5555555555555556
0.32553074597212334,0.0738731400960395,0.4827266349699449,0.6367387562795697,0.5013068607291278,0.06834891428411183,0.8888888888888888
0.255174377536785,0.0763456319334049,0.5208688229062671,0.7517337649026081,0.5509996484552095,0.8686995569122022,0.33333333333333337
0.6567021688091502,0.16967036067373129,0.9763126394186311,0.6789178174673922,0.14441804167118383,0.7932095265828396,0.5555555555555556
0.42071697473764247,0.06910542158464524,0.9668276580541557,0.1984155775845588,0.6112130099003331,0.5750238028174558,0.8888888888888888
0.4616383976416224,0.04401970966916574,0.21546359846491286,0.4942360048511462,0.9334199279562272,0.0835030500484259,1.0
0.2534381408969193,0.01782819675861573,0.8119840002646971,0.7921339542222399,0.1954874479656561,0.2733613910822908,0.0
0.37626546448806286,0.09827525065827994,0.1974164984802773,0.4759378504369613,0.7646398140492878,0.2977958289283359,0.7777777777777778
0.4676927198556124,0.1015265720197403,0.21373004021770703,0.5269099132045527,0.023204399559806244,0.5611095823883021,0.0
0.2916319903626585,0.17708196553283917,0.6768172795395169,0.7716130492673163,0.3753769200138002,0.25807606847080605,0.33333333333333337
0.5046338070146511,0.046584574526104955,0.4054137381828341,0.6616518508884797,0.11049453010528426,0.07278768606693381,0.22222222222222227
0.36841671307057333,0.08022714890371324,0.9325622802651856,0.40952405970174227,0.35234349790452296,0.731316407241797,0.33333333333333337
0.4115202669740558,0.17023710796931935,0.08905915920406188,0.8959920291444221,0.17331464017361303,0.2991576945100456,0.6666666666666667
0.3682677180850571,0.4590042755724673,0.5120607247075235,0.16254303552125532,0.3731835620734502,0.45262091257536824,0.8888888888888888
0.7106441490489673,0.1300218036581635,0.9195244344968319,0.996178181848485,0.4174237010916804,0.12755485917852483,0.8888888888888888
0.45033384621122446,0.1378678777881085,0.9051000034520327,0.11879255523749344,0.5113651748000685,0.8031816680961863,1.0
0.30464665137247304,0.06386303655894437,0.47842838694305684,0.014804404951645755,0.6566435518710043,0.5659035505054704,0.0
0.5669772432394198,0.9999999999999998,0.3670062430030244,0.8905937783804942,0.9190060385618151,0.9023283385559959,1.0
0.2818866086579359,0.4781723690545428,0.6197801595545273,0.5044594174909548,0.4004877234020176,0.4957658826747538,0.0
0.48135730811322947,0.19663345342226649,0.1595252130704069,0.7301425139790294,0.19213037119772014,0.9422123717741506,0.8888888888888888
0.17880660116369984,0.14401016189655844,0.9690819744575182,0.4910640140849518,0.49564156277203014,0.8926001876693869,0.33333333333333337
0.2669103514762624,0.11193823933056335,0.9157478968358763,0.8595357192289705,0.8541220711421185,0.5768435956820395,0.22222222222222227
