Average_Temperature_C,Rainfall_mm,Soil_pH,Nitrogen_Content_kg_ha,Irrigation_Frequency_per_week,Sunlight_Exposure_hours_per_day,Pest_Infestation_Severity
0.4710044761894245,0.3009353418375667,0.029189183726123186,-1.3524278505019207,0.040903227398692635,0.19669915582322087,1.5979359202519994
-0.1725701389030481,0.5597628890288856,0.006324989129514588,0.627166213051022,-1.6279676456374634,-0.2134802513836108,0.8866357109254918
0.6240227103244347,-0.5769704577426213,-0.19877471128289645,0.2060574971658567,1.146720815566345,-0.2719030522927902,0.530985606262238
1.5112141548428693,0.5380243466266343,1.1741055696962628,1.0407684222084101,1.1752641694065558,-1.403347578372864,1.5979359202519994
-0.2697573319431007,-0.02641849747093473,0.9485002649863353,0.8559890016404724,-0.02563521979090099,-1.3014896601560044,-0.5359647077275234
-0.26974069190970457,-0.4390229476866152,-0.22474801740441805,0.4433619767139323,-0.6446751078083742,1.0807022563379773,0.530985606262238
1.5681577031459146,-0.9056673903157001,-0.5717290522096992,1.7553097947941405,-0.0723269583778698,1.3077160631205458,0.8866357109254918
0.7453899918559753,-0.9018739718336929,-0.6363020056094459,0.11054692215604085,0.34646664954677026,-0.9734833250784731,0.17533550159898423
-0.5082640532596305,0.10193303062691493,-0.013587467547699171,-1.4168558454598976,-0.7764973338482908,-1.3981366461897766,0.17533550159898423
0.517471015622159,-0.2656459827127845,-1.6268697727049881,1.1809822608399678,0.33130363152187037,-1.6084746600274409,-0.8916148123907771
-0.5021253663177916,-0.6290246155301039,-1.7739237329343058,-0.9128569050308034,-0.7386182678120808,0.3353146687443783,-0.18031460306426955
-0.5044687271081724,-0.020614551904827395,1.1585669673675154,0.9958292281903165,0.027080087811311337,0.7103384166746374,1.5979359202519994
0.21280383494675845,-0.5876684625251886,-0.016577857095132636,0.08606049357761407,-1.8105739745529807,-0.4896160454826493,-1.2472649170540309
-1.971615752321964,-0.07767692389741439,-1.3316108487676233,0.7033898878701431,-1.4525159817211513,0.5853580158653824,-0.18031460306426955
-1.7807033424669814,5.427125207684934,-0.9394065927555603,0.33736100512029377,1.0565587363690514,0.7019506655888346,-0.18031460306426955
-0.6023336749692437,0.3084916134874932,1.6716894533845583,-0.15536407246359954,0.02160991824614513,1.480976534421144,0.530985606262238
