Average_Temperature_C,Rainfall_mm,Soil_pH,Nitrogen_Content_kg_ha,Irrigation_Frequency_per_week,Sunlight_Exposure_hours_per_day,Pest_Infestation_Severity
0.5215178041489905,0.1724134664005013,0.49461273251831017,0.13079220928645247,0.512447348282374,0.5691031440219448,1.0
0.43292652307385443,0.20712466750017125,0.48850294469494143,0.6762101563447878,0.05254142432985459,0.45188260596600405,0.7777777777777778
0.5425815333141439,0.0546780665697041,0.4336960435875571,0.5601862423842496,0.8171875578612925,0.4351866138294318,0.6666666666666667
0.6647078956435458,0.20420932512210327,0.8005581776648125,0.7901658768486858,0.8250535094652675,0.11184386722324319,1.0
0.419548217383103,0.12851224695809277,0.7402717530641156,0.7392554330964392,0.49411074325946824,0.14095269074986572,0.33333333333333337
0.41955050796735094,0.07317812119956682,0.42675543656974246,0.625568395445751,0.32351629148850003,0.8217324015244015,0.6666666666666667
0.6725464613278151,0.010596725726354075,0.33403489518195906,0.9870363846458674,0.48124347622117286,0.8866081122734828,0.7777777777777778
0.5592883497412353,0.011105458715608987,0.31677966046403694,0.5338711595582692,0.596654239456309,0.2346899150180689,0.5555555555555556
0.3867165681990751,0.1457253904260143,0.4831819225690257,0.11304100191013033,0.2871888418074651,0.11333304065209482,0.5555555555555556
0.5279141568933927,0.09642959795527949,0.05207937303210691,0.8287976071734053,0.5924756286798123,0.053222916344376314,0.22222222222222227
0.3875615893163523,0.047697115899489426,0.012783499661588094,0.25190283852073553,0.2976275205244998,0.6087165052049577,0.4444444444444445
0.3872390139232703,0.12929061048200227,0.7964059402921289,0.7777842257844199,0.5086379799923676,0.7158903046296897,1.0
0.4859751878840176,0.05324336381336095,0.48238282835353347,0.5271246563978859,0.002218937565685919,0.37296887750456537,0.11111111111111116
0.18527885042212128,0.12163801132494742,0.13097869181594196,0.6972113105725749,0.10089223499241828,0.6801735680702635,0.4444444444444445
0.21155890337256925,0.8598835956019812,0.23578381746910287,0.596362997542594,0.7923407737219823,0.7134932640223798,0.4444444444444445
0.373767411874271,0.1734268332837815,0.9335229292031937,0.4606073367089613,0.5071305156170874,0.9361222646488627,0.6666666666666667
0.31090821775160765,0.17282536938698706,0.47791816137743176,0.36455200982852254,0.42687186169176294,0.06469253194307711,0.33333333333333337
0.49606029568097443,0.10051958529360147,0.710548022781667,0.3531375049850408,0.5126328898273871,0.19225130033725707,0.5555555555555556
0.32553074597212334,0.0738731400960395,0.4827266349699449,0.6367387562795698,0.500291860668113,0.06834891428411183,0.8888888888888888
0.255174377536785,0.0763456319334049,0.5208688229062671,0.7517337649026081,0.5509996484552094,0.8686995569122022,0.33333333333333337
0.6567021688091502,0.16967036067373129,0.9763126394186311,0.6789178174673922,0.14441804167118372,0.7932095265828396,0.5555555555555556
0.42071697473764247,0.06910542158464524,0.9668276580541557,0.19841557758455886,0.6112130099003329,0.5750238028174558,0.8888888888888888
0.4616383976416224,0.04401970966916574,0.21546359846491286,0.49423600485114627,0.933419927956227,0.0835030500484259,1.0
0.2534381408969193,0.01782819675861573,0.8119840002646971,0.79213395422224,0.19548744796565598,0.2733613910822908,0.0
0.37626546448806286,0.09827525065827994,0.1974164984802773,0.47593785043696135,0.7646398140492876,0.2977958289283359,0.7777777777777778
0.4676927198556124,0.1015265720197403,0.21373004021770703,0.522130416975835,0.023204399559806077,0.5611095823883021,0.0
